A1	你/ 是/ 谁
A1	你/ 是/ 哪位
A1	你/ 叫/ 什么/ 名字
A1	你/ 怎么/ 称呼
A1	你/ 什么/ 名字
A1	你/ 有没有/ 没有/ 有名/ 名字
A1	怎么/ 称呼/ 你
A1	我们/ 两/ 什么/ 关系
A1	咱们/ 什么/ 关系
A1	咱/ 两/ 什么/ 关系
A1	你/ 叫/ 啥/ 名
A1	你/ 叫/ 什么
A1	我/ 是/ 你/ 的/ 什么/ 人
A1	你/ 的/ 姓名/ 是/ 什么
A1	你/ 跟/ 我/ 的/ 关系
A1	你/ 能/ 帮/ 我/ 干什么/ 什么
A1	你/ 都/ 有/ 什么/ 功能
A1	你/ 有/ 哪些/ 功能
A1	说/ 说/ 你/ 有/ 什么/ 功能
A1	介绍/ 一下/ 你/ 的/ 功能
A1	说/ 说/ 你/ 都/ 会/ 什么
A1	说/ 说/ 你/ 都/ 会/ 什么
A1	你/ 会/ 干什么/ 什么
A1	你/ 会/ 做/ 什么
A1	你/ 能/ 帮/ 我/ 做/ 什么
A1	你/ 可以/ 干什么/ 什么
A1	你/ 可以/ 做/ 什么
A1	你/ 都/ 会/ 干什么/ 什么
A1	你/ 都/ 会/ 做/ 什么
A1	你/ 能/ 做/ 哪些
A1	你/ 都/ 会/ 哪些
A1	你/ 能/ 我/ 帮/ 做/ 什么
A1	你/ 会/ 做/ 啥
A1	你/ 能干/ 啥
A2	什么/ 是/ AWS
A2	AWS/ 是/ 什么/ 意思
A2	AWS/ 的/ 中文/ 中文名/ 文名/ 名字/ 是/ 什么
A2	AWS/ 的/ 中文/ 中文名/ 中文名称/ 文名/ 名称/ 怎么/ 说
A2	介绍/ 一下/ AWS/ 公司
A2	跟/ 我/ 讲/ 一下/ AWS/ 公司
A2	什么/ 是/ 亚马/ 亚马逊/ 云/ 科技
A2	AWS/ 业务
A2	AWS/ 简介
A2	AWS/ 是/ 一家/ 家什/ 什么/ 什么样/ 的/ 公司
A2	AWS/ 是/ 一家/ 怎样/ 的/ 公司
A2	不/ 太/ 了解/ AWS/ 是/ 做/ 什么/ 的
A2	不/ 太/ 了解/ 亚马/ 亚马逊/ 云/ 科技/ 做/ 什么/ 的
A2	不/ 太/ 清楚/ 楚亚/ 亚马/ 亚马逊/ 云/ 科技/ 做/ 哪些/ 业务
A2	AWS/ 公司/ 是/ 干什么/ 什么/ 的
A2	AWS/ 公司/ 做/ 干什么/ 什么/ 的
A2	AWS/ 公司/ 是/ 干/ 啥/ 的
A2	AWS/ 公司/ 是/ 做/ 啥/ 的
A2	不太熟悉/ 熟悉/ AWS/ 的/ 业务
A2	不/ 太/ 清楚/ AWS/ 是/ 干什么/ 什么
A2	AWS/ 有/ 什么/ 业务
A2	AWS/ 有/ 哪些/ 业务
A2	AWS/ 做/ 什么/ 业务
A2	亚马/ 亚马逊/ 云/ 科技/ 是/ 干什么/ 什么/ 的
A2	亚马/ 亚马逊/ 云/ 科技/ 做/ 干什么/ 什么/ 的
A2	亚马/ 亚马逊/ 云/ 科技/ 是/ 干/ 啥/ 的
A2	亚马/ 亚马逊/ 云/ 科技/ 是/ 做/ 啥/ 的
A2	我/ 不/ 太/ 了解/ 亚马/ 亚马逊/ 云/ 科技
A2	我/ 想/ 了解/ 亚马/ 亚马逊/ 云/ 科技
A2	我/ 没听说过/ 听说/ 过/ 亚马/ 亚马逊/ 云/ 科技
A2	不太熟悉/ 熟悉/ 亚马/ 亚马逊/ 云/ 科技
A2	不/ 太/ 了解/ 亚马/ 亚马逊/ 云/ 科技
A2	不/ 太/ 清楚/ 楚亚/ 亚马/ 亚马逊/ 云/ 科技
A2	亚马/ 亚马逊/ 云/ 科技/ 有/ 什么/ 业务
A2	亚马/ 亚马逊/ 云/ 科技/ 有/ 那些/ 业务
A2	介绍/ 一下/ 亚马/ 亚马逊/ 云/ 科技
A2	讲/ 一下/ 亚马/ 亚马逊/ 云/ 科技
A2	怎么/ 联系/ AWS
A2	如何/ 联系/ AWS
A2	怎么/ 联系/ 亚马/ 亚马逊/ 云/ 科技
A2	如何/ 联系/ 亚马/ 亚马逊/ 云/ 科技
A2	怎么/ 联系/ 你们/ 公司
A2	如何/ 联系/ 你们/ 公司
A2	AWS/ 联系/ 联系方式/ 方式
A2	AWS/ 电话
A2	AWS/ 地址
A2	AWS/ 是/ 美国/ 的/ 吗
A2	AWS/ 中国/ 中国区/ 总部/ 在/ 哪儿
A2	AWS/ 中国/ 总部/ 在/ 北京/ 吗
A2	AWS/ 中国/ 总部/ 在/ 上海/ 吗
