A2200	产品
A2200	产品/ 查询
A2200	产品/ 推荐
A2200	AWS/ 都/ 有/ 什么/ 产品
A2200	AWS/ 都/ 提供/ 什么/ 产品
A2200	你们/ 公司/ 都/ 有/ 什么/ 热门/ 的/ 产品
A2200	你们/ 公司/ 都/ 提供/ 什么/ 产品
A2200	AWS/ 都/ 有/ 哪些/ 产品
A2200	AWS/ 都/ 提供/ 哪些/ 产品
A2200	你们/ 公司/ 都/ 有/ 哪些/ 产品
A2200	你们/ 公司/ 都/ 提供/ 哪些/ 产品
A2200	AWS/ 都/ 有/ 啥/ 产品
A2200	AWS/ 都/ 提供/ 啥/ 产品
A2200	你们/ 公司/ 都/ 有/ 啥/ 最新/ 的/ 产品
A2200	你们/ 公司/ 都/ 提供/ 啥/ 产品
A2200	AWSii/ 今年/ 有/ 什么/ 热门/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 做/ 什么/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 提供/ 什么/ 产品
A2200	AWS/ 都/ 做/ 哪些/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 做/ 哪些/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 提供/ 哪些/ 产品
A2200	AWS/ 都/ 做/ 啥/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 做/ 啥/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 提供/ 啥/ 产品
A2200	跟/ 我/ 说/ 说/ AWS/ 的/ 产品
A2200	给/ 我/ 讲讲/ AWS/ 的/ 产品
A2200	给/ 我/ 介绍/ 绍介/ 介绍/ AWS/ 的/ 产品
A2200	讲/ 一下/ AWS/ 的/ EC2/ 产品
A2200	介绍/ 一下/ AWS/ 的/ S3/ 产品
A2200	我/ 想/ 了解/ 一下/ AWS/ 的/ 产品
A2200	推荐/ 一下/ 你们/ 的/ 热门/ 产品
A2200	推荐/ 一下/ 你们/ 的/ 最新/ 产品
A2200	有没有/ 没有/ 什么/ 热门/ 的/ 产品/ ，/ 推荐/ 一下
A2200	有没有/ 没有/ 什么/ 最新/ 的/ 产品/ ，/ 介绍/ 一下
A2200	介绍/ 一下/ AWS/ 公司/ 的/ 产品
A2200	讲讲/ AWS/ 的/ 产品/ 体系
A2200	你们/ 公司/ 都/ 有/ 什么/ 产品
A2200	你们/ 公司/ 都/ 有/ 啥/ 产品
A2200	AWS/ 都/ 做/ 什么/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 提供/ 什么/ 云/ 服务/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 提供/ 哪些/ 云/ 服务/ 产品
A2200	亚马/ 亚马逊/ 云/ 科技/ 都/ 提供/ 啥/ 云/ 服务/ 产品
A2200	你们/ 公司/ 都/ 提供/ 啥/ 云/ 服务/ 产品
A2200	把/ AWS/ 的/ 产品/ 资料/ 发/ 我/ 一下
A2200	把/ AWS/ 的/ 产品/ 资料/ 发给/ 我
A2200	把/ AWS/ 的/ 产品/ 资料/ 发到/ 我/ 邮箱
A2200	把/ AWS/ 的/ 产品/ 资料/ 发/ 我/ 邮件
A2200	把/ AWS/ 的/ 产品/ 说明/ 资料/ 发/ 我/ 一下
A2200	把/ AWS/ 的/ 产品/ 说明/ 资料/ 发给/ 我
A2200	把/ 亚马/ 亚马逊/ 云/ 科技/ 的/ 产品/ 说明/ 资料/ 发到/ 我/ 邮箱
A2200	把/ 亚马/ 亚马逊/ 云/ 科技/ 的/ 产品/ 说明/ 发/ 我/ 邮件
A2200	把/ 亚马/ 亚马逊/ 云/ 科技/ 的/ 产品/ 文档/ 发/ 我/ 一下
A2200	把/ 亚马/ 亚马逊/ 云/ 科技/ 的/ 产品/ 文档/ 发给/ 我
A2200	把/ 亚马/ 亚马逊/ 云/ 科技/ 的/ 产品/ 文档/ 发到/ 我/ 邮箱
A2200	把/ 亚马/ 亚马逊/ 云/ 科技/ 的/ 产品/ 文档/ 文档资料/ 资料/ 发/ 我/ 邮件
A2200	介绍/ 一下/ 产品/ ，/ EC2
A2200	Amazon/ /  / / Aurora/ 是/ 什么/ 产品
A2200	跟/ 我/ 介绍/ 一下/ Amazon/ /  / / Aurora/ 产品
A2200	介绍/ 一下/ 你们/ 公司/ 的/ Amazon/ /  / / EC2/ /  / / 产品
A2200	那个/ DocumentDB/ /  / / 产品/ 是/ 干什么/ 什么/ 的
A2200	讲/ 一下/ AWS/ 的/ 产品
A2200	介绍/ 一下/ AWS/ 的/ 产品
A2200	你们/ 公司/ 都/ 做/ 什么/ 产品
A2200	你们/ 公司/ 都/ 做/ 哪些/ 产品
A2200	你们/ 公司/ 都/ 做/ 啥/ 产品
A2200	AWS/ 都/ 有/ 什么/ 云/ 服务/ 产品
A2200	你们/ 公司/ 都/ 有/ 什么/ 云/ 服务/ 产品
A2200	AWS/ 都/ 有/ 哪些/ 云/ 服务/ 产品
A2200	你们/ 公司/ 都/ 有/ 哪些/ 云/ 服务/ 产品
A2200	AWS/ 都/ 有/ 啥/ 云/ 服务/ 产品
A2200	你们/ 公司/ 都/ 有/ 啥/ 云/ 服务/ 产品
A2200	能/ 把/ EC2/ 的/ 产品/ 资料/ 发/ 我/ 一下/ 吗
A2200	把/ Amozon/ /  / / EC2/ 的/ 产品/ 信息/ 发/ 我/ 一下
A2200	把/ EC2/ 的/ 产品/ 介绍/ 发/ 我/ 邮箱
A2200	把/ EC2/ 的/ 产品/ 资料/ 给我发/ 一份
A2200	可以/ 把/ S3/ 的/ 产品/ 信息/ 发/ 我/ 邮箱/ 吗
A2200	我/ 想要/ S3/ 的/ 产品/ 文档/ 文档资料/ 资料
A2200	能/ 提供/ AWS/ /  / / S3/ 的/ 产品/ 资料/ 吗
A2200	能/ 提供/ 一下/ S3/ 的/ 产品/ 文档/ ，，/ 发/ 邮箱/ 给/ 我
A2200	能/ 给/ 一下/ Amozon/ /  / / S3/ 的/ 产品/ 文档/ 吗
A2200	有没有/ 没有/ RDS/ 的/ 产品/ 文档/ ，/ 发/ 我/ 邮箱/ 看看
A2200	有没有/ 没有/ RDS/ 的/ 产品/ 文件/ ，/ 给我发/ 发邮件/ 邮件/ 我/ 看/ 一下
A2200	有没有/ 没有/ Amozon/ /  / / RDS/ 的/ 产品/ 文档/ ，/ 我/ 想/ 看看/ 看看
A2200	有/ Lightsail/ 产品/ 的/ 产品/ 文件/ 吗/ ，/ 给我发/ 一下
A2200	有/ PDF/ 格式/ 的/ SageMaker/ 产品/ 介绍/ 吗
A2200	有/ SageMaker/ 产品/ 的/ PDF/ 文档/ 吗
A2201	AWS/ 都/ 有/ 什么/ 计算/ 产品
A2201	AWS/ 都/ 提供/ 什么/ 计算/ 产品
A2201	你们/ 公司/ 都/ 有/ 什么/ 计算/ 产品
A2201	你们/ 公司/ 都/ 提供/ 什么/ 计算/ 产品
A2201	AWS/ 都/ 有/ 哪些/ 计算/ 产品
A2201	你们/ 公司/ 都/ 有/ 哪些/ 计算/ 产品
A2201	你们/ 公司/ 都/ 提供/ 哪些/ 计算/ 产品
A2201	你们/ 公司/ 有没有/ 没有/ 计算/ 产品
A2201	你们/ 公司/ 有/ 计算/ 产品/ 吗
A2201	AWS/ 有没有/ 没有/ 计算/ 产品
A2201	AWS/ 有/ 什么/ 最新/ 的/ 计算/ 产品
A2201	亚马/ 亚马逊/ 云/ 科技/ 都/ 有/ 什么/ 计算/ 产品
A2201	亚马/ 亚马逊/ 云/ 科技/ 都/ 提供/ 什么/ 计算/ 产品
A2201	亚马/ 亚马逊/ 云/ 科技/ 都/ 有/ 哪些/ 计算/ 产品
A2201	亚马/ 亚马逊/ 云/ 科技/ 有没有/ 没有/ 计算/ 产品
A2201	亚马/ 亚马逊/ 云/ 科技/ 有/ 计算/ 产品/ 吗
A2201	跟/ 我/ 说/ 说/ AWS/ 的/ 计算/ 产品
A2201	给/ 我/ 讲讲/ 你们/ 公司/ 的/ 计算/ 产品
A2201	跟/ 我/ 介绍/ 一下/ 你们/ 公司/ 计算/ 产品
A2201	跟/ 我/ 说/ 说/ AWS/ 的/ 云/ 服务/ 服务器/ 务器/ 产品
A2201	给/ 我/ 讲讲/ 你们/ 公司/ 的/ 云/ 服务/ 服务器/ 务器/ 产品
A2201	跟/ 我/ 介绍/ 一下/ 你们/ 公司/ 云/ 服务/ 服务器/ 务器/ 产品
