A11	你/ 是/ 谁
A11	你/ 是/ 哪位
A11	你/ 叫/ 什么/ 名字
A11	你/ 怎么/ 称呼
A11	你/ 什么/ 名字
A11	你/ 有没有/ 没有/ 有名/ 名字
A11	怎么/ 称呼/ 你
A11	我们/ 两/ 什么/ 关系
A11	咱们/ 什么/ 关系
A11	咱/ 两/ 什么/ 关系
A11	你/ 叫/ 啥/ 名
A11	你/ 叫/ 什么
A11	我/ 是/ 你/ 的/ 什么/ 人
A11	你/ 的/ 姓名/ 是/ 什么
A11	你/ 跟/ 我/ 的/ 关系
A12	你/ 能/ 帮/ 我/ 干什么/ 什么
A12	你/ 都/ 有/ 什么/ 功能
A12	你/ 有/ 哪些/ 功能
A12	说/ 说/ 你/ 有/ 什么/ 功能
A12	介绍/ 一下/ 你/ 的/ 功能
A12	说/ 说/ 你/ 都/ 会/ 什么
A12	说/ 说/ 你/ 都/ 会/ 什么
A12	你/ 会/ 干什么/ 什么
A12	你/ 会/ 做/ 什么
A12	你/ 能/ 帮/ 我/ 做/ 什么
A12	你/ 可以/ 干什么/ 什么
A12	你/ 可以/ 做/ 什么
A12	你/ 都/ 会/ 干什么/ 什么
A12	你/ 都/ 会/ 做/ 什么
A12	你/ 能/ 做/ 哪些
A12	你/ 都/ 会/ 哪些
A12	你/ 能/ 我/ 帮/ 做/ 什么
A12	你/ 会/ 做/ 啥
A12	你/ 能干/ 啥
